,variable,powertrain,euro_class,component,hot
103,a,diesel,3.0,NMHC,4.899188199883644e-05
104,a,diesel,3.0,NO2,4.639374024486486e-05
105,a,diesel,3.0,NOx,0.0006625017993614568
106,a,diesel,3.0,PM2.5,2.3333691448273165e-05
107,a,diesel,3.0,Pb,0.0
108,a,diesel,4.0,Benzene,7.347107763016686e-08
109,a,diesel,4.0,CH4,1.0558718112119897e-07
110,a,diesel,4.0,CO,0.00017411812155918534
111,a,diesel,4.0,FC_MJ,0.0009999999999999998
112,a,diesel,4.0,HC,4.3994658341337485e-06
113,a,diesel,4.0,N2O,1.3177042609273671e-05
114,a,diesel,4.0,NH3,2.8999999999999998e-06
115,a,diesel,4.0,NMHC,4.29387870234721e-06
116,a,diesel,4.0,NO2,7.707783349138e-05
117,a,diesel,4.0,NOx,0.0005923188804043478
118,a,diesel,4.0,PM2.5,4.176321700225199e-06
119,a,diesel,4.0,Pb,0.0
120,a,diesel,5.0,Benzene,1.409624711824029e-07
121,a,diesel,5.0,CH4,2.0258080437828818e-07
122,a,diesel,5.0,CO,0.00016120976257148067
123,a,diesel,5.0,FC_MJ,0.0009999999999999994
124,a,diesel,5.0,HC,8.440866786965851e-06
125,a,diesel,5.0,N2O,3.615855996919585e-05
126,a,diesel,5.0,NH3,1.0999999999999998e-05
127,a,diesel,5.0,NMHC,8.238286079757388e-06
128,a,diesel,5.0,NO2,7.423666018085615e-05
129,a,diesel,5.0,NOx,0.0005651659438324608
130,a,diesel,5.0,PM2.5,4.250837035592928e-06
131,a,diesel,5.0,Pb,0.0
132,a,diesel,6.0,Benzene,5.543482336409573e-08
133,a,diesel,6.0,CH4,7.966681301473244e-08
134,a,diesel,6.0,CO,2.8795849460924468e-05
135,a,diesel,6.0,FC_MJ,0.0010000000000000002
136,a,diesel,6.0,HC,3.319450513702435e-06
137,a,diesel,6.0,N2O,3.968822968579767e-05
138,a,diesel,6.0,NH3,1.240096027302205e-05
139,a,diesel,6.0,NMHC,3.2397837494085313e-06
140,a,diesel,6.0,NO2,3.50042747345681e-05
141,a,diesel,6.0,NOx,0.00012497725637136665
142,a,diesel,6.0,PM2.5,1.948748560304414e-06
143,a,diesel,6.0,Pb,0.0
